instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_cluster
14875,2012-09-16,Fall,2012,September,23,No,Sunday,Weekend/Holiday,Clear/Cloudy,22.14,25.759999999999998,68.0,7.0015,9,85,94,Evening
14876,2012-09-17,Fall,2012,September,0,No,Monday,Working Day,Clear/Cloudy,22.14,25.759999999999998,68.0,11.0014,14,31,45,Night
14877,2012-09-17,Fall,2012,September,1,No,Monday,Working Day,Clear/Cloudy,21.32,25.0,72.0,6.0032,9,12,21,Night
14878,2012-09-17,Fall,2012,September,2,No,Monday,Working Day,Clear/Cloudy,21.32,25.0,72.0,0.0,5,8,13,Night
14879,2012-09-17,Fall,2012,September,3,No,Monday,Working Day,Clear/Cloudy,20.5,24.240000000000002,77.0,6.0032,0,7,7,Night
14880,2012-09-17,Fall,2012,September,4,No,Monday,Working Day,Clear/Cloudy,20.5,24.240000000000002,77.0,0.0,2,9,11,Night
14881,2012-09-17,Fall,2012,September,5,No,Monday,Working Day,Clear/Cloudy,19.68,23.485,82.0,6.0032,1,44,45,Night
14882,2012-09-17,Fall,2012,September,6,No,Monday,Working Day,Clear/Cloudy,19.68,23.485,82.0,0.0,7,157,164,Morning
14885,2012-09-17,Fall,2012,September,9,No,Monday,Working Day,Clear/Cloudy,23.779999999999998,27.275,68.0,8.9981,34,265,299,Morning
14886,2012-09-17,Fall,2012,September,10,No,Monday,Working Day,Mist/Cloudy,25.419999999999998,30.305,65.0,12.998000000000001,73,129,202,Morning
14887,2012-09-17,Fall,2012,September,11,No,Monday,Working Day,Mist/Cloudy,25.419999999999998,30.305,69.0,15.001299999999999,61,191,252,Morning
14888,2012-09-17,Fall,2012,September,12,No,Monday,Working Day,Mist/Cloudy,25.419999999999998,30.305,69.0,12.998000000000001,62,233,295,Afternoon
14889,2012-09-17,Fall,2012,September,13,No,Monday,Working Day,Clear/Cloudy,26.240000000000002,30.305,65.0,16.997899999999998,112,231,343,Afternoon
14891,2012-09-17,Fall,2012,September,15,No,Monday,Working Day,Mist/Cloudy,26.240000000000002,30.305,65.0,16.997899999999998,82,256,338,Afternoon
14892,2012-09-17,Fall,2012,September,16,No,Monday,Working Day,Mist/Cloudy,26.240000000000002,30.305,69.0,16.997899999999998,74,379,453,Afternoon
14895,2012-09-17,Fall,2012,September,19,No,Monday,Working Day,Mist/Cloudy,25.419999999999998,29.544999999999998,73.0,7.0015,51,435,486,Evening
14896,2012-09-17,Fall,2012,September,20,No,Monday,Working Day,Mist/Cloudy,25.419999999999998,29.544999999999998,73.0,8.9981,32,308,340,Evening
14897,2012-09-17,Fall,2012,September,21,No,Monday,Working Day,Light Snow/Rain,25.419999999999998,28.79,83.0,15.001299999999999,28,205,233,Evening
14898,2012-09-17,Fall,2012,September,22,No,Monday,Working Day,Light Snow/Rain,25.419999999999998,28.79,83.0,16.997899999999998,20,109,129,Evening
14899,2012-09-17,Fall,2012,September,23,No,Monday,Working Day,Light Snow/Rain,24.599999999999998,25.759999999999998,94.0,16.997899999999998,4,66,70,Evening
14900,2012-09-18,Fall,2012,September,0,No,Tuesday,Working Day,Light Snow/Rain,24.599999999999998,25.759999999999998,94.0,16.997899999999998,2,11,13,Night
14901,2012-09-18,Fall,2012,September,1,No,Tuesday,Working Day,Light Snow/Rain,24.599999999999998,25.759999999999998,94.0,12.998000000000001,0,5,5,Night
14902,2012-09-18,Fall,2012,September,2,No,Tuesday,Working Day,Light Snow/Rain,24.599999999999998,25.759999999999998,94.0,12.998000000000001,0,4,4,Night
14903,2012-09-18,Fall,2012,September,3,No,Tuesday,Working Day,Mist/Cloudy,25.419999999999998,27.275,94.0,19.0012,0,6,6,Night
14904,2012-09-18,Fall,2012,September,4,No,Tuesday,Working Day,Mist/Cloudy,25.419999999999998,27.275,94.0,23.9994,2,5,7,Night
14905,2012-09-18,Fall,2012,September,5,No,Tuesday,Working Day,Mist/Cloudy,26.240000000000002,28.79,89.0,22.0028,3,45,48,Night
14906,2012-09-18,Fall,2012,September,6,No,Tuesday,Working Day,Mist/Cloudy,26.240000000000002,28.79,89.0,22.0028,4,163,167,Morning
14907,2012-09-18,Fall,2012,September,7,No,Tuesday,Working Day,Mist/Cloudy,26.240000000000002,28.79,89.0,30.002599999999997,13,343,356,Morning
14912,2012-09-18,Fall,2012,September,12,No,Tuesday,Working Day,Light Snow/Rain,27.880000000000003,31.819999999999997,83.0,30.002599999999997,16,72,88,Afternoon
14914,2012-09-18,Fall,2012,September,14,No,Tuesday,Working Day,Light Snow/Rain,24.599999999999998,25.759999999999998,94.0,31.0009,27,116,143,Afternoon
14915,2012-09-18,Fall,2012,September,15,No,Tuesday,Working Day,Light Snow/Rain,24.599999999999998,27.275,88.0,16.997899999999998,1,35,36,Afternoon
14916,2012-09-18,Fall,2012,September,16,No,Tuesday,Working Day,Light Snow/Rain,24.599999999999998,27.275,88.0,19.999499999999998,19,122,141,Afternoon
14917,2012-09-18,Fall,2012,September,17,No,Tuesday,Working Day,Light Snow/Rain,24.599999999999998,27.275,88.0,12.998000000000001,36,302,338,Afternoon
14918,2012-09-18,Fall,2012,September,18,No,Tuesday,Working Day,Mist/Cloudy,24.599999999999998,27.275,88.0,11.0014,19,262,281,Evening
14919,2012-09-18,Fall,2012,September,19,No,Tuesday,Working Day,Mist/Cloudy,24.599999999999998,27.275,88.0,19.999499999999998,22,302,324,Evening
14920,2012-09-18,Fall,2012,September,20,No,Tuesday,Working Day,Mist/Cloudy,24.599999999999998,27.275,88.0,12.998000000000001,19,271,290,Evening
14921,2012-09-18,Fall,2012,September,21,No,Tuesday,Working Day,Mist/Cloudy,24.599999999999998,27.275,88.0,12.998000000000001,21,186,207,Evening
14922,2012-09-18,Fall,2012,September,22,No,Tuesday,Working Day,Light Snow/Rain,23.779999999999998,27.275,83.0,31.0009,14,137,151,Evening
14923,2012-09-18,Fall,2012,September,23,No,Tuesday,Working Day,Mist/Cloudy,22.96,26.515,83.0,15.001299999999999,11,67,78,Evening
14924,2012-09-19,Fall,2012,September,0,No,Wednesday,Working Day,Mist/Cloudy,22.96,26.515,68.0,19.0012,3,23,26,Night
14925,2012-09-19,Fall,2012,September,1,No,Wednesday,Working Day,Mist/Cloudy,22.14,25.759999999999998,68.0,16.997899999999998,0,12,12,Night
14926,2012-09-19,Fall,2012,September,2,No,Wednesday,Working Day,Mist/Cloudy,22.14,25.759999999999998,64.0,22.0028,0,3,3,Night
14927,2012-09-19,Fall,2012,September,3,No,Wednesday,Working Day,Mist/Cloudy,21.32,25.0,63.0,16.997899999999998,1,4,5,Night
14928,2012-09-19,Fall,2012,September,4,No,Wednesday,Working Day,Mist/Cloudy,21.32,25.0,68.0,23.9994,0,10,10,Night
14929,2012-09-19,Fall,2012,September,5,No,Wednesday,Working Day,Mist/Cloudy,21.32,25.0,68.0,19.0012,2,54,56,Night
14930,2012-09-19,Fall,2012,September,6,No,Wednesday,Working Day,Clear/Cloudy,21.32,25.0,63.0,16.997899999999998,6,166,172,Morning
14933,2012-09-19,Fall,2012,September,9,No,Wednesday,Working Day,Clear/Cloudy,22.14,25.759999999999998,60.0,16.997899999999998,26,336,362,Morning
14934,2012-09-19,Fall,2012,September,10,No,Wednesday,Working Day,Clear/Cloudy,22.96,26.515,52.0,12.998000000000001,23,169,192,Morning
14935,2012-09-19,Fall,2012,September,11,No,Wednesday,Working Day,Clear/Cloudy,24.599999999999998,31.06,43.0,16.997899999999998,44,203,247,Morning
14936,2012-09-19,Fall,2012,September,12,No,Wednesday,Working Day,Clear/Cloudy,24.599999999999998,31.06,43.0,16.997899999999998,53,260,313,Afternoon
14937,2012-09-19,Fall,2012,September,13,No,Wednesday,Working Day,Clear/Cloudy,24.599999999999998,31.06,40.0,16.997899999999998,55,234,289,Afternoon
14938,2012-09-19,Fall,2012,September,14,No,Wednesday,Working Day,Clear/Cloudy,25.419999999999998,31.06,38.0,16.997899999999998,59,227,286,Afternoon
14939,2012-09-19,Fall,2012,September,15,No,Wednesday,Working Day,Clear/Cloudy,25.419999999999998,31.06,35.0,0.0,57,254,311,Afternoon
14940,2012-09-19,Fall,2012,September,16,No,Wednesday,Working Day,Clear/Cloudy,25.419999999999998,31.06,35.0,0.0,69,397,466,Afternoon
14944,2012-09-19,Fall,2012,September,20,No,Wednesday,Working Day,Clear/Cloudy,21.32,25.0,48.0,11.0014,31,378,409,Evening
14945,2012-09-19,Fall,2012,September,21,No,Wednesday,Working Day,Clear/Cloudy,20.5,24.240000000000002,59.0,11.0014,25,324,349,Evening
14946,2012-09-19,Fall,2012,September,22,No,Wednesday,Working Day,Clear/Cloudy,20.5,24.240000000000002,63.0,6.0032,31,198,229,Evening
14947,2012-09-19,Fall,2012,September,23,No,Wednesday,Working Day,Clear/Cloudy,19.68,23.485,67.0,6.0032,17,106,123,Evening
14948,2012-09-20,Fall,2012,September,0,No,Thursday,Working Day,Clear/Cloudy,20.5,24.240000000000002,63.0,0.0,12,46,58,Night
14949,2012-09-20,Fall,2012,September,1,No,Thursday,Working Day,Clear/Cloudy,18.86,22.725,72.0,7.0015,4,14,18,Night
14950,2012-09-20,Fall,2012,September,2,No,Thursday,Working Day,Clear/Cloudy,18.86,22.725,72.0,6.0032,2,9,11,Night
14951,2012-09-20,Fall,2012,September,3,No,Thursday,Working Day,Clear/Cloudy,18.04,21.97,77.0,0.0,0,6,6,Night
14952,2012-09-20,Fall,2012,September,4,No,Thursday,Working Day,Clear/Cloudy,18.04,21.97,77.0,7.0015,0,6,6,Night
14953,2012-09-20,Fall,2012,September,5,No,Thursday,Working Day,Clear/Cloudy,18.04,21.97,77.0,7.0015,4,52,56,Night
14954,2012-09-20,Fall,2012,September,6,No,Thursday,Working Day,Clear/Cloudy,18.04,21.97,77.0,0.0,9,161,170,Morning
14957,2012-09-20,Fall,2012,September,9,No,Thursday,Working Day,Clear/Cloudy,22.96,26.515,60.0,6.0032,25,330,355,Morning
14958,2012-09-20,Fall,2012,September,10,No,Thursday,Working Day,Clear/Cloudy,23.779999999999998,27.275,53.0,6.0032,33,157,190,Morning
14959,2012-09-20,Fall,2012,September,11,No,Thursday,Working Day,Clear/Cloudy,25.419999999999998,31.06,43.0,0.0,37,206,243,Morning
14960,2012-09-20,Fall,2012,September,12,No,Thursday,Working Day,Clear/Cloudy,25.419999999999998,31.06,43.0,8.9981,57,233,290,Afternoon
14961,2012-09-20,Fall,2012,September,13,No,Thursday,Working Day,Clear/Cloudy,26.240000000000002,31.06,44.0,8.9981,68,268,336,Afternoon
14962,2012-09-20,Fall,2012,September,14,No,Thursday,Working Day,Clear/Cloudy,26.240000000000002,31.06,47.0,12.998000000000001,76,222,298,Afternoon
14963,2012-09-20,Fall,2012,September,15,No,Thursday,Working Day,Clear/Cloudy,27.060000000000002,31.06,47.0,12.998000000000001,60,231,291,Afternoon
14964,2012-09-20,Fall,2012,September,16,No,Thursday,Working Day,Clear/Cloudy,26.240000000000002,31.06,47.0,11.0014,72,385,457,Afternoon
14968,2012-09-20,Fall,2012,September,20,No,Thursday,Working Day,Clear/Cloudy,22.96,26.515,64.0,8.9981,57,360,417,Evening
14969,2012-09-20,Fall,2012,September,21,No,Thursday,Working Day,Clear/Cloudy,22.96,26.515,64.0,12.998000000000001,28,246,274,Evening
14970,2012-09-20,Fall,2012,September,22,No,Thursday,Working Day,Clear/Cloudy,22.14,25.759999999999998,73.0,7.0015,35,252,287,Evening
14971,2012-09-20,Fall,2012,September,23,No,Thursday,Working Day,Clear/Cloudy,22.14,25.759999999999998,68.0,7.0015,17,137,154,Evening
14972,2012-09-21,Fall,2012,September,0,No,Friday,Working Day,Clear/Cloudy,22.14,25.759999999999998,68.0,0.0,13,53,66,Night
14973,2012-09-21,Fall,2012,September,1,No,Friday,Working Day,Clear/Cloudy,21.32,25.0,72.0,0.0,11,38,49,Night
14974,2012-09-21,Fall,2012,September,2,No,Friday,Working Day,Clear/Cloudy,21.32,25.0,72.0,0.0,6,8,14,Night
14975,2012-09-21,Fall,2012,September,3,No,Friday,Working Day,Clear/Cloudy,20.5,24.240000000000002,77.0,6.0032,1,11,12,Night
14976,2012-09-21,Fall,2012,September,4,No,Friday,Working Day,Clear/Cloudy,20.5,24.240000000000002,77.0,0.0,1,9,10,Night
14977,2012-09-21,Fall,2012,September,5,No,Friday,Working Day,Clear/Cloudy,20.5,24.240000000000002,82.0,0.0,2,47,49,Night
14978,2012-09-21,Fall,2012,September,6,No,Friday,Working Day,Clear/Cloudy,20.5,24.240000000000002,77.0,6.0032,19,146,165,Morning
14981,2012-09-21,Fall,2012,September,9,No,Friday,Working Day,Clear/Cloudy,23.779999999999998,27.275,68.0,8.9981,35,348,383,Morning
14982,2012-09-21,Fall,2012,September,10,No,Friday,Working Day,Clear/Cloudy,25.419999999999998,30.305,61.0,15.001299999999999,44,181,225,Morning
14983,2012-09-21,Fall,2012,September,11,No,Friday,Working Day,Clear/Cloudy,27.060000000000002,31.06,56.99999999999999,15.001299999999999,79,242,321,Morning
14984,2012-09-21,Fall,2012,September,12,No,Friday,Working Day,Clear/Cloudy,27.880000000000003,31.819999999999997,56.99999999999999,11.0014,84,305,389,Afternoon
14985,2012-09-21,Fall,2012,September,13,No,Friday,Working Day,Clear/Cloudy,28.7,32.574999999999996,54.0,11.0014,105,316,421,Afternoon
14986,2012-09-21,Fall,2012,September,14,No,Friday,Working Day,Clear/Cloudy,28.7,32.574999999999996,54.0,19.999499999999998,113,299,412,Afternoon
14987,2012-09-21,Fall,2012,September,15,No,Friday,Working Day,Clear/Cloudy,28.7,32.574999999999996,54.0,15.001299999999999,90,333,423,Afternoon
14992,2012-09-21,Fall,2012,September,20,No,Friday,Working Day,Clear/Cloudy,25.419999999999998,30.305,69.0,12.998000000000001,54,315,369,Evening
14993,2012-09-21,Fall,2012,September,21,No,Friday,Working Day,Clear/Cloudy,24.599999999999998,29.544999999999998,73.0,16.997899999999998,46,266,312,Evening
14994,2012-09-21,Fall,2012,September,22,No,Friday,Working Day,Clear/Cloudy,24.599999999999998,29.544999999999998,73.0,12.998000000000001,47,248,295,Evening
14995,2012-09-21,Fall,2012,September,23,No,Friday,Working Day,Clear/Cloudy,24.599999999999998,29.544999999999998,73.0,22.0028,23,163,186,Evening
14996,2012-09-22,Fall,2012,September,0,No,Saturday,Weekend/Holiday,Clear/Cloudy,24.599999999999998,29.544999999999998,73.0,19.0012,32,140,172,Night
14997,2012-09-22,Fall,2012,September,1,No,Saturday,Weekend/Holiday,Clear/Cloudy,23.779999999999998,27.275,83.0,19.999499999999998,18,106,124,Night
14998,2012-09-22,Fall,2012,September,2,No,Saturday,Weekend/Holiday,Clear/Cloudy,22.96,26.515,88.0,16.997899999999998,10,73,83,Night
14999,2012-09-22,Fall,2012,September,3,No,Saturday,Weekend/Holiday,Clear/Cloudy,22.96,26.515,83.0,19.0012,6,39,45,Night
15000,2012-09-22,Fall,2012,September,4,No,Saturday,Weekend/Holiday,Clear/Cloudy,22.96,26.515,83.0,19.0012,5,10,15,Night
15001,2012-09-22,Fall,2012,September,5,No,Saturday,Weekend/Holiday,Clear/Cloudy,22.96,26.515,83.0,22.0028,2,15,17,Night
15002,2012-09-22,Fall,2012,September,6,No,Saturday,Weekend/Holiday,Clear/Cloudy,22.96,26.515,83.0,19.999499999999998,6,35,41,Morning
15003,2012-09-22,Fall,2012,September,7,No,Saturday,Weekend/Holiday,Clear/Cloudy,23.779999999999998,27.275,78.0,16.997899999999998,7,70,77,Morning
15004,2012-09-22,Fall,2012,September,8,No,Saturday,Weekend/Holiday,Clear/Cloudy,24.599999999999998,29.544999999999998,73.0,19.999499999999998,21,197,218,Morning
15005,2012-09-22,Fall,2012,September,9,No,Saturday,Weekend/Holiday,Clear/Cloudy,26.240000000000002,30.305,69.0,16.997899999999998,88,289,377,Morning
15015,2012-09-22,Fall,2012,September,19,No,Saturday,Weekend/Holiday,Clear/Cloudy,28.7,32.574999999999996,57.99999999999999,12.998000000000001,99,308,407,Evening
15016,2012-09-22,Fall,2012,September,20,No,Saturday,Weekend/Holiday,Clear/Cloudy,28.7,32.574999999999996,54.0,16.997899999999998,76,249,325,Evening
15017,2012-09-22,Fall,2012,September,21,No,Saturday,Weekend/Holiday,Clear/Cloudy,26.240000000000002,31.06,56.99999999999999,16.997899999999998,59,202,261,Evening
15018,2012-09-22,Fall,2012,September,22,No,Saturday,Weekend/Holiday,Clear/Cloudy,25.419999999999998,31.06,56.99999999999999,12.998000000000001,59,180,239,Evening
15019,2012-09-22,Fall,2012,September,23,No,Saturday,Weekend/Holiday,Clear/Cloudy,25.419999999999998,31.06,50.0,12.998000000000001,34,137,171,Evening
15020,2012-09-23,Winter,2012,September,0,No,Sunday,Weekend/Holiday,Clear/Cloudy,25.419999999999998,31.06,38.0,16.997899999999998,34,146,180,Night
15021,2012-09-23,Winter,2012,September,1,No,Sunday,Weekend/Holiday,Clear/Cloudy,22.14,25.759999999999998,52.0,23.9994,23,119,142,Night
15022,2012-09-23,Winter,2012,September,2,No,Sunday,Weekend/Holiday,Clear/Cloudy,21.32,25.0,48.0,16.997899999999998,18,77,95,Night
15023,2012-09-23,Winter,2012,September,3,No,Sunday,Weekend/Holiday,Clear/Cloudy,19.68,23.485,55.00000000000001,19.999499999999998,13,41,54,Night
15024,2012-09-23,Winter,2012,September,4,No,Sunday,Weekend/Holiday,Clear/Cloudy,18.86,22.725,55.00000000000001,15.001299999999999,1,9,10,Night
15025,2012-09-23,Winter,2012,September,5,No,Sunday,Weekend/Holiday,Clear/Cloudy,18.86,22.725,59.0,16.997899999999998,1,5,6,Night
15026,2012-09-23,Winter,2012,September,6,No,Sunday,Weekend/Holiday,Clear/Cloudy,18.04,21.97,62.0,16.997899999999998,5,11,16,Morning
15027,2012-09-23,Winter,2012,September,7,No,Sunday,Weekend/Holiday,Clear/Cloudy,18.86,22.725,59.0,15.001299999999999,9,48,57,Morning
15028,2012-09-23,Winter,2012,September,8,No,Sunday,Weekend/Holiday,Clear/Cloudy,19.68,23.485,55.00000000000001,23.9994,38,137,175,Morning
15029,2012-09-23,Winter,2012,September,9,No,Sunday,Weekend/Holiday,Clear/Cloudy,20.5,24.240000000000002,51.0,22.0028,71,205,276,Morning
15039,2012-09-23,Winter,2012,September,19,No,Sunday,Weekend/Holiday,Clear/Cloudy,21.32,25.0,42.0,11.0014,82,331,413,Evening
15040,2012-09-23,Winter,2012,September,20,No,Sunday,Weekend/Holiday,Clear/Cloudy,21.32,25.0,42.0,11.0014,60,192,252,Evening
15041,2012-09-23,Winter,2012,September,21,No,Sunday,Weekend/Holiday,Mist/Cloudy,21.32,25.0,48.0,7.0015,51,145,196,Evening
15042,2012-09-23,Winter,2012,September,22,No,Sunday,Weekend/Holiday,Clear/Cloudy,21.32,25.0,48.0,0.0,40,98,138,Evening
15043,2012-09-23,Winter,2012,September,23,No,Sunday,Weekend/Holiday,Mist/Cloudy,20.5,24.240000000000002,59.0,7.0015,30,70,100,Evening
15044,2012-09-24,Winter,2012,September,0,No,Monday,Working Day,Clear/Cloudy,18.86,22.725,63.0,12.998000000000001,10,54,64,Night
15045,2012-09-24,Winter,2012,September,1,No,Monday,Working Day,Clear/Cloudy,18.86,22.725,67.0,8.9981,6,12,18,Night
15046,2012-09-24,Winter,2012,September,2,No,Monday,Working Day,Mist/Cloudy,18.86,22.725,63.0,8.9981,0,8,8,Night
15047,2012-09-24,Winter,2012,September,3,No,Monday,Working Day,Clear/Cloudy,18.86,22.725,63.0,11.0014,0,5,5,Night
15048,2012-09-24,Winter,2012,September,4,No,Monday,Working Day,Clear/Cloudy,18.04,21.97,67.0,7.0015,0,8,8,Night
15049,2012-09-24,Winter,2012,September,5,No,Monday,Working Day,Clear/Cloudy,18.86,22.725,63.0,0.0,2,35,37,Night
15050,2012-09-24,Winter,2012,September,6,No,Monday,Working Day,Clear/Cloudy,18.86,22.725,59.0,0.0,6,162,168,Morning
15053,2012-09-24,Winter,2012,September,9,No,Monday,Working Day,Clear/Cloudy,21.32,25.0,52.0,12.998000000000001,42,286,328,Morning
15054,2012-09-24,Winter,2012,September,10,No,Monday,Working Day,Clear/Cloudy,22.14,25.759999999999998,49.0,15.001299999999999,52,146,198,Morning
15055,2012-09-24,Winter,2012,September,11,No,Monday,Working Day,Clear/Cloudy,22.96,26.515,37.0,12.998000000000001,71,167,238,Morning
15056,2012-09-24,Winter,2012,September,12,No,Monday,Working Day,Clear/Cloudy,22.96,26.515,35.0,19.999499999999998,77,265,342,Afternoon
15057,2012-09-24,Winter,2012,September,13,No,Monday,Working Day,Clear/Cloudy,24.599999999999998,31.06,31.0,19.999499999999998,80,248,328,Afternoon
15058,2012-09-24,Winter,2012,September,14,No,Monday,Working Day,Clear/Cloudy,24.599999999999998,30.305,28.000000000000004,0.0,77,226,303,Afternoon
15059,2012-09-24,Winter,2012,September,15,No,Monday,Working Day,Clear/Cloudy,24.599999999999998,31.06,31.0,0.0,84,216,300,Afternoon
15064,2012-09-24,Winter,2012,September,20,No,Monday,Working Day,Clear/Cloudy,21.32,25.0,52.0,7.0015,52,380,432,Evening
15065,2012-09-24,Winter,2012,September,21,No,Monday,Working Day,Clear/Cloudy,20.5,24.240000000000002,51.0,8.9981,26,230,256,Evening
15066,2012-09-24,Winter,2012,September,22,No,Monday,Working Day,Clear/Cloudy,20.5,24.240000000000002,51.0,15.001299999999999,18,154,172,Evening
15067,2012-09-24,Winter,2012,September,23,No,Monday,Working Day,Clear/Cloudy,18.86,22.725,63.0,8.9981,11,83,94,Evening
15068,2012-09-25,Winter,2012,September,0,No,Tuesday,Working Day,Clear/Cloudy,18.86,22.725,67.0,11.0014,8,56,64,Night
15069,2012-09-25,Winter,2012,September,1,No,Tuesday,Working Day,Clear/Cloudy,18.04,21.97,72.0,8.9981,2,11,13,Night
15070,2012-09-25,Winter,2012,September,2,No,Tuesday,Working Day,Clear/Cloudy,17.22,21.21,77.0,8.9981,5,9,14,Night
15071,2012-09-25,Winter,2012,September,3,No,Tuesday,Working Day,Clear/Cloudy,17.22,21.21,71.0,6.0032,2,3,5,Night
15072,2012-09-25,Winter,2012,September,4,No,Tuesday,Working Day,Clear/Cloudy,17.22,21.21,71.0,8.9981,2,7,9,Night
15073,2012-09-25,Winter,2012,September,5,No,Tuesday,Working Day,Clear/Cloudy,17.22,21.21,77.0,6.0032,1,46,47,Night
15074,2012-09-25,Winter,2012,September,6,No,Tuesday,Working Day,Clear/Cloudy,18.04,21.97,77.0,15.001299999999999,5,189,194,Morning
15077,2012-09-25,Winter,2012,September,9,No,Tuesday,Working Day,Clear/Cloudy,22.14,25.759999999999998,56.00000000000001,16.997899999999998,28,381,409,Morning
15078,2012-09-25,Winter,2012,September,10,No,Tuesday,Working Day,Clear/Cloudy,22.96,26.515,52.0,19.999499999999998,45,125,170,Morning
15079,2012-09-25,Winter,2012,September,11,No,Tuesday,Working Day,Clear/Cloudy,24.599999999999998,31.06,46.0,19.999499999999998,63,155,218,Morning
15080,2012-09-25,Winter,2012,September,12,No,Tuesday,Working Day,Clear/Cloudy,25.419999999999998,31.06,43.0,19.0012,69,233,302,Afternoon
15081,2012-09-25,Winter,2012,September,13,No,Tuesday,Working Day,Clear/Cloudy,26.240000000000002,31.06,47.0,16.997899999999998,48,257,305,Afternoon
15082,2012-09-25,Winter,2012,September,14,No,Tuesday,Working Day,Clear/Cloudy,27.060000000000002,31.06,39.0,22.0028,80,213,293,Afternoon
15083,2012-09-25,Winter,2012,September,15,No,Tuesday,Working Day,Clear/Cloudy,27.060000000000002,31.06,36.0,22.0028,56,247,303,Afternoon
15084,2012-09-25,Winter,2012,September,16,No,Tuesday,Working Day,Clear/Cloudy,27.060000000000002,31.06,39.0,19.999499999999998,59,436,495,Afternoon
15088,2012-09-25,Winter,2012,September,20,No,Tuesday,Working Day,Clear/Cloudy,24.599999999999998,31.06,56.00000000000001,19.999499999999998,37,388,425,Evening
15089,2012-09-25,Winter,2012,September,21,No,Tuesday,Working Day,Clear/Cloudy,24.599999999999998,31.06,56.00000000000001,19.999499999999998,34,263,297,Evening
15090,2012-09-25,Winter,2012,September,22,No,Tuesday,Working Day,Clear/Cloudy,24.599999999999998,31.06,56.00000000000001,19.0012,14,174,188,Evening
15091,2012-09-25,Winter,2012,September,23,No,Tuesday,Working Day,Clear/Cloudy,24.599999999999998,31.06,56.00000000000001,22.0028,9,89,98,Evening
15092,2012-09-26,Winter,2012,September,0,No,Wednesday,Working Day,Clear/Cloudy,23.779999999999998,27.275,64.0,19.999499999999998,6,34,40,Night
15093,2012-09-26,Winter,2012,September,1,No,Wednesday,Working Day,Clear/Cloudy,23.779999999999998,27.275,64.0,22.0028,10,19,29,Night
15094,2012-09-26,Winter,2012,September,2,No,Wednesday,Working Day,Mist/Cloudy,23.779999999999998,27.275,64.0,19.0012,2,15,17,Night
15095,2012-09-26,Winter,2012,September,3,No,Wednesday,Working Day,Mist/Cloudy,23.779999999999998,27.275,64.0,19.0012,4,6,10,Night
15096,2012-09-26,Winter,2012,September,4,No,Wednesday,Working Day,Clear/Cloudy,22.96,26.515,73.0,16.997899999999998,2,12,14,Night
15097,2012-09-26,Winter,2012,September,5,No,Wednesday,Working Day,Clear/Cloudy,22.96,26.515,73.0,15.001299999999999,1,35,36,Night
15098,2012-09-26,Winter,2012,September,6,No,Wednesday,Working Day,Clear/Cloudy,22.14,25.759999999999998,73.0,12.998000000000001,3,179,182,Morning
15101,2012-09-26,Winter,2012,September,9,No,Wednesday,Working Day,Clear/Cloudy,24.599999999999998,30.305,64.0,12.998000000000001,27,307,334,Morning
15102,2012-09-26,Winter,2012,September,10,No,Wednesday,Working Day,Clear/Cloudy,24.599999999999998,29.544999999999998,73.0,19.0012,29,156,185,Morning
15103,2012-09-26,Winter,2012,September,11,No,Wednesday,Working Day,Clear/Cloudy,26.240000000000002,31.06,61.0,16.997899999999998,46,181,227,Morning
15104,2012-09-26,Winter,2012,September,12,No,Wednesday,Working Day,Clear/Cloudy,27.880000000000003,31.819999999999997,61.0,15.001299999999999,56,260,316,Afternoon
15105,2012-09-26,Winter,2012,September,13,No,Wednesday,Working Day,Clear/Cloudy,28.7,32.574999999999996,57.99999999999999,15.001299999999999,67,273,340,Afternoon
15106,2012-09-26,Winter,2012,September,14,No,Wednesday,Working Day,Clear/Cloudy,30.34,33.335,48.0,19.0012,60,217,277,Afternoon
15107,2012-09-26,Winter,2012,September,15,No,Wednesday,Working Day,Clear/Cloudy,30.34,33.335,48.0,19.999499999999998,69,231,300,Afternoon
15108,2012-09-26,Winter,2012,September,16,No,Wednesday,Working Day,Clear/Cloudy,30.34,33.335,45.0,19.0012,71,397,468,Afternoon
15112,2012-09-26,Winter,2012,September,20,No,Wednesday,Working Day,Clear/Cloudy,27.060000000000002,31.06,69.0,12.998000000000001,45,389,434,Evening
15113,2012-09-26,Winter,2012,September,21,No,Wednesday,Working Day,Clear/Cloudy,27.060000000000002,31.06,65.0,12.998000000000001,32,328,360,Evening
15114,2012-09-26,Winter,2012,September,22,No,Wednesday,Working Day,Light Snow/Rain,25.419999999999998,30.305,69.0,12.998000000000001,21,194,215,Evening
15115,2012-09-26,Winter,2012,September,23,No,Wednesday,Working Day,Mist/Cloudy,24.599999999999998,28.79,78.0,16.997899999999998,13,102,115,Evening
15116,2012-09-27,Winter,2012,September,0,No,Thursday,Working Day,Clear/Cloudy,24.599999999999998,28.79,78.0,6.0032,5,60,65,Night
15117,2012-09-27,Winter,2012,September,1,No,Thursday,Working Day,Clear/Cloudy,24.599999999999998,28.79,78.0,6.0032,5,16,21,Night
15118,2012-09-27,Winter,2012,September,2,No,Thursday,Working Day,Clear/Cloudy,24.599999999999998,28.79,78.0,6.0032,3,13,16,Night
